InteractionID	PeakID.1.	chr.1.	start.1.	end.1.	strand.1.	Total.Reads.1.	PeakID.2.	chr.2.	start.2.	end.2.	strand.2.	Total.Reads.2.	Distance	Interaction.Reads	Expected.Reads	Z.score	LogP	FDR.Benjamini..based.on.3.68e.08.total.tests.	Circos.Thickness
interaction147992	chr14-65700000	chr14	65700000	65800000	+	8740	chr14-61300000	chr14	61300000	61400000	+	10866	4370346	12	3.237886	1.380478	-8.850785	0.356592	2
interaction147998	chr14-79600000	chr14	79600000	79700000	+	9966	chr14-65200000	chr14	65200000	65300000	+	8666	14399373	9	1.866895	1.552387	-8.850613	0.356637	2
interaction148020	chr15-64100000	chr15	64100000	64200000	+	8807	chr15-57700000	chr15	57700000	57800000	+	13267	6390604	12	3.238115	1.356014	-8.850112	0.356766	2
interaction148025	chr14-56100000	chr14	56100000	56200000	+	11841	chr14-25200000	chr14	25200000	25300000	+	8203	30873336	9	1.867103	1.560934	-8.849941	0.356811	2
interaction148026	chr14-78600000	chr14	78600000	78700000	+	11428	chr14-31000000	chr14	31000000	31100000	+	12894	47606475	10	2.299569	1.496858	-8.849915	0.356818	2
interaction148030	chr15-93300000	chr15	93300000	93400000	+	12582	chr15-37500000	chr15	37500000	37600000	+	12928	55805453	10	2.299567	1.514427	-8.849708	0.356882	2
interaction148038	chr14-84000000	chr14	84000000	84100000	+	12925	chr14-7700000	chr14	7700000	7800000	+	8831	76296017	8	1.463523	1.716023	-8.849496	0.35694	2
interaction148061	chr15-85400000	chr15	85400000	85500000	+	12243	chr15-57500000	chr15	57500000	57600000	+	11665	27897535	11	2.757857	1.423924	-8.848938	0.357084	2
interaction148076	chr14-52900000	chr14	52900000	53000000	+	10692	chr14-22600000	chr14	22600000	22700000	+	13396	30282749	11	2.758016	1.420284	-8.848686	0.357137	2
interaction148080	chr15-88800000	chr15	88800000	88900000	+	9629	chr15-73400000	chr15	73400000	73500000	+	10775	15407062	10	2.300056	1.482263	-8.848668	0.357137	2
interaction148082	chr14-73200000	chr14	73200000	73300000	+	13037	chr14-62600000	chr14	62600000	62700000	+	14497	10601243	14	4.256224	1.239088	-8.848608	0.357149	2
interaction148088	chr15-100300000	chr15	100300000	100400000	+	13680	chr15-97500000	chr15	97500000	97600000	+	8598	2776695	17	5.901626	1.187309	-8.848515	0.357168	2
interaction148098	chr15-26000000	chr15	26000000	26100000	+	11059	chr15-24400000	chr15	24400000	24500000	+	9619	1589619	20	7.656603	1.155165	-8.84825	0.357239	2
interaction148113	chr15-99100000	chr15	99100000	99200000	+	9572	chr15-79100000	chr15	79100000	79200000	+	6766	20010480	8	1.463968	1.647627	-8.848096	0.357258	2
interaction148120	chr15-100500000	chr15	100500000	100600000	+	8840	chr15-36400000	chr15	36400000	36500000	+	9062	64119058	7	1.093921	1.769476	-8.84796	0.357289	2
interaction148137	chr15-38600000	chr15	38600000	38700000	+	5557	chr15-31400000	chr15	31400000	31500000	+	12211	7181992	9	1.868038	1.562679	-8.84757	0.357392	2
interaction148142	chr14-45900000	chr14	45900000	46000000	+	12502	chr14-35500000	chr14	35500000	35600000	+	10669	10389890	12	3.238808	1.340566	-8.84747	0.357413	2
interaction148147	chr15-83100000	chr15	83100000	83200000	+	9172	chr15-57400000	chr15	57400000	57500000	+	12827	25689924	10	2.300474	1.488256	-8.847359	0.357439	2
interaction148176	chr14-30100000	chr14	30100000	30200000	+	10535	chr14-23800000	chr14	23800000	23900000	+	10176	6299197	12	3.239162	1.355812	-8.846637	0.357627	2
interaction148179	chr14-120600000	chr14	120600000	120700000	+	10123	chr14-68600000	chr14	68600000	68700000	+	9260	52027244	8	1.464154	1.661755	-8.8465	0.357669	2
interaction148201	chr15-34300000	chr15	34300000	34400000	+	13697	chr15-31100000	chr15	31100000	31200000	+	13708	3201084	20	7.656663	1.07376	-8.845884	0.357836	2
interaction148208	chr15-71500000	chr15	71500000	71600000	+	10956	chr15-46400000	chr15	46400000	46500000	+	10857	25119387	10	2.300808	1.486184	-8.845754	0.357867	2
interaction148225	chr15-39700000	chr15	39700000	39800000	+	12122	chr15-31400000	chr15	31400000	31500000	+	12211	8324971	13	3.739601	1.300704	-8.84556	0.357894	2
interaction148235	chr14-33500000	chr14	33500000	33600000	+	12427	chr14-30500000	chr14	30500000	30600000	+	11586	2998106	18	6.47642	1.143191	-8.845402	0.357926	2
interaction148248	chr15-85700000	chr15	85700000	85800000	+	7744	chr15-11900000	chr15	11900000	12000000	+	11500	73813532	7	1.094482	1.818158	-8.845089	0.358007	2
interaction148255	chr15-86200000	chr15	86200000	86300000	+	9779	chr15-8400000	chr15	8400000	8500000	+	13084	77813193	8	1.464483	1.729277	-8.844885	0.358063	2
interaction148261	chr14-56200000	chr14	56200000	56300000	+	13576	chr14-30800000	chr14	30800000	30900000	+	12205	25432591	12	3.239613	1.358737	-8.844798	0.35808	2
interaction148290	chr14-64500000	chr14	64500000	64600000	+	8659	chr14-60600000	chr14	60600000	60700000	+	11825	3881493	13	3.740663	1.334274	-8.844143	0.358244	2
interaction148294	chr15-68300000	chr15	68300000	68400000	+	10199	chr15-66000000	chr15	66000000	66100000	+	9883	2297201	16	5.341448	1.25422	-8.844062	0.358264	2
interaction148312	chr14-55700000	chr14	55700000	55800000	+	14983	chr14-27100000	chr14	27100000	27200000	+	9230	28595407	11	2.759734	1.425693	-8.843836	0.358301	2
interaction148315	chr14-88400000	chr14	88400000	88500000	+	11948	chr14-6000000	chr14	6000000	6100000	+	13637	82413660	9	1.868452	1.641641	-8.843769	0.358318	2
interaction148325	chr15-61300000	chr15	61300000	61400000	+	11852	chr15-10500000	chr15	10500000	10600000	+	13225	50792970	10	2.301366	1.493618	-8.843619	0.358348	2
interaction148329	chr14-76200000	chr14	76200000	76300000	+	6939	chr14-47400000	chr14	47400000	47500000	+	10794	28799749	8	1.464962	1.656887	-8.843467	0.358392	2
interaction148337	chr15-84800000	chr15	84800000	84900000	+	9492	chr15-75600000	chr15	75600000	75700000	+	9286	9180885	10	2.301609	1.466869	-8.8434	0.358399	2
interaction148353	chr15-68100000	chr15	68100000	68200000	+	12812	chr15-58600000	chr15	58600000	58700000	+	10649	9470864	12	3.240378	1.339101	-8.843078	0.358474	2
interaction148354	chr14-73100000	chr14	73100000	73200000	+	11327	chr14-60500000	chr14	60500000	60600000	+	15443	12587873	13	3.740682	1.283978	-8.843015	0.358494	2
interaction148365	chr15-83100000	chr15	83100000	83200000	+	9172	chr15-76700000	chr15	76700000	76800000	+	12076	6391272	12	3.24064	1.355255	-8.842876	0.358517	2
interaction148372	chr15-70000000	chr15	70000000	70100000	+	10839	chr15-48100000	chr15	48100000	48200000	+	12850	21866780	11	2.759967	1.415966	-8.842618	0.358593	2
interaction148375	chr14-65300000	chr14	65300000	65400000	+	14653	chr14-31200000	chr14	31200000	31300000	+	12422	34120672	12	3.240397	1.357717	-8.842551	0.35861	2
interaction148410	chr15-63800000	chr15	63800000	63900000	+	9876	chr15-8500000	chr15	8500000	8600000	+	10078	55286073	8	1.465144	1.677387	-8.84183	0.358784	2
interaction148414	chr14-77500000	chr14	77500000	77600000	+	13478	chr14-73200000	chr14	73200000	73300000	+	13037	4297022	17	5.903977	1.151097	-8.841596	0.358858	2
interaction148431	chr14-58900000	chr14	58900000	59000000	+	10069	chr14-29900000	chr14	29900000	30000000	+	9493	29037218	9	1.869201	1.567236	-8.841312	0.358922	2
interaction148439	chr15-84200000	chr15	84200000	84300000	+	8676	chr15-76900000	chr15	76900000	77000000	+	11297	7290930	11	2.760691	1.416972	-8.841094	0.358977	2
interaction148447	chr14-67600000	chr14	67600000	67700000	+	12484	chr14-32500000	chr14	32500000	32600000	+	17168	35098612	13	3.741418	1.302288	-8.840799	0.359064	2
interaction148460	chr15-56900000	chr15	56900000	57000000	+	11534	chr15-45000000	chr15	45000000	45100000	+	10910	11902294	11	2.760621	1.401706	-8.84058	0.359112	2
interaction148492	chr14-86800000	chr14	86800000	86900000	+	11908	chr14-50300000	chr14	50300000	50400000	+	11046	36486512	10	2.302479	1.490785	-8.839938	0.359264	2
interaction148493	chr14-79000000	chr14	79000000	79100000	+	9956	chr14-77700000	chr14	77700000	77800000	+	11518	1297464	23	9.504831	1.1033	-8.839932	0.359264	2
interaction148494	chr15-57500000	chr15	57500000	57600000	+	11665	chr15-36100000	chr15	36100000	36200000	+	9806	21384651	10	2.302574	1.490295	-8.839914	0.359268	2
interaction148507	chr15-85600000	chr15	85600000	85700000	+	7611	chr15-77500000	chr15	77500000	77600000	+	8798	8095998	9	1.869791	1.561636	-8.839577	0.359362	2
interaction148510	chr14-26600000	chr14	26600000	26700000	+	8085	chr14-8800000	chr14	8800000	8900000	+	5520	17754377	7	1.095634	1.736781	-8.839487	0.359383	2
interaction148513	chr15-61800000	chr15	61800000	61900000	+	12901	chr15-59500000	chr15	59500000	59600000	+	9753	2302714	18	6.480199	1.177293	-8.839423	0.359399	2
interaction148521	chr14-124500000	chr14	124500000	124600000	+	11567	chr14-116700000	chr14	116700000	116800000	+	12728	7807729	14	4.260402	1.25249	-8.839112	0.359491	2
interaction148559	chr15-90600000	chr15	90600000	90700000	+	12592	chr15-30400000	chr15	30400000	30500000	+	10999	60205448	9	1.869916	1.58744	-8.838176	0.359736	2
interaction148563	chr15-88300000	chr15	88300000	88400000	+	11929	chr15-48600000	chr15	48600000	48700000	+	16485	39692860	12	3.242041	1.365647	-8.838066	0.359766	2
interaction148564	chr14-80400000	chr14	80400000	80500000	+	11354	chr14-74300000	chr14	74300000	74400000	+	11510	6104133	13	3.742607	1.302845	-8.838064	0.359766	2
interaction148567	chr14-121800000	chr14	121800000	121900000	+	8528	chr14-31000000	chr14	31000000	31100000	+	12894	90797041	7	1.09573	1.852255	-8.838009	0.359776	2
interaction148568	chr15-100100000	chr15	100100000	100200000	+	8735	chr15-97700000	chr15	97700000	97800000	+	7399	2412498	13	3.743368	1.391159	-8.837981	0.359784	2
interaction148583	chr15-86200000	chr15	86200000	86300000	+	9779	chr15-12300000	chr15	12300000	12400000	+	12494	73897064	8	1.466047	1.719553	-8.83771	0.359845	2
interaction148590	chr14-124900000	chr14	124900000	125000000	+	10944	chr14-112400000	chr14	112400000	112500000	+	10090	12519957	11	2.761649	1.398534	-8.837635	0.359856	2
interaction148593	chr14-79600000	chr14	79600000	79700000	+	9966	chr14-32300000	chr14	32300000	32400000	+	9094	47306648	8	1.466106	1.658294	-8.837582	0.359867	2
interaction148607	chr15-99300000	chr15	99300000	99400000	+	8268	chr15-78500000	chr15	78500000	78600000	+	12704	20803210	10	2.303435	1.490791	-8.837447	0.359882	2
interaction148620	chr14-116700000	chr14	116700000	116800000	+	12728	chr14-40800000	chr14	40800000	40900000	+	9460	75884265	8	1.466149	1.714243	-8.837307	0.359903	2
interaction148621	chr14-35500000	chr14	35500000	35600000	+	10669	chr14-27700000	chr14	27700000	27800000	+	11008	7800708	12	3.242469	1.356131	-8.837217	0.359931	2
interaction148656	chr14-64900000	chr14	64900000	65000000	+	12168	chr14-35400000	chr14	35400000	35500000	+	14235	29494273	12	3.242597	1.360345	-8.836452	0.360122	2
interaction148666	chr14-124900000	chr14	124900000	125000000	+	10944	chr14-117600000	chr14	117600000	117700000	+	9683	7323971	12	3.242943	1.355644	-8.836228	0.360181	2
interaction148687	chr14-102000000	chr14	102000000	102100000	+	14849	chr14-99500000	chr14	99500000	99600000	+	10396	2513675	20	7.663593	1.101854	-8.835925	0.360236	2
interaction148691	chr15-89100000	chr15	89100000	89200000	+	7690	chr15-81700000	chr15	81700000	81800000	+	10502	7397483	10	2.303959	1.485998	-8.835884	0.360244	2
interaction148712	chr15-98000000	chr15	98000000	98100000	+	7824	chr15-78600000	chr15	78600000	78700000	+	8405	19365579	8	1.466672	1.640762	-8.835322	0.360393	2
interaction148737	chr14-122400000	chr14	122400000	122500000	+	12601	chr14-70200000	chr14	70200000	70300000	+	9606	52191739	9	1.870936	1.574946	-8.834463	0.360642	2
interaction148739	chr14-64100000	chr14	64100000	64200000	+	12459	chr14-56400000	chr14	56400000	56500000	+	9837	7690235	12	3.243581	1.356093	-8.834386	0.360665	2
interaction148740	chr15-59000000	chr15	59000000	59100000	+	10818	chr15-57400000	chr15	57400000	57500000	+	12827	1612633	23	9.50811	1.069941	-8.834357	0.360673	2
interaction148750	chr14-124100000	chr14	124100000	124200000	+	10507	chr14-117000000	chr14	117000000	117100000	+	7153	7104176	10	2.304556	1.484191	-8.834083	0.360747	2
interaction148758	chr15-82000000	chr15	82000000	82100000	+	10396	chr15-77800000	chr15	77800000	77900000	+	7148	4192147	11	2.763256	1.444811	-8.833939	0.36078	2
interaction148794	chr15-98600000	chr15	98600000	98700000	+	9614	chr15-58800000	chr15	58800000	58900000	+	11010	39803318	9	1.871284	1.573093	-8.833096	0.360997	2
interaction148802	chr15-48200000	chr15	48200000	48300000	+	11743	chr15-15300000	chr15	15300000	15400000	+	10738	32895069	10	2.304575	1.479197	-8.832775	0.361093	2
interaction148808	chr15-43700000	chr15	43700000	43800000	+	13323	chr15-30300000	chr15	30300000	30400000	+	11461	13399829	12	3.244014	1.342013	-8.832667	0.361118	2
interaction148822	chr15-69600000	chr15	69600000	69700000	+	10012	chr15-45500000	chr15	45500000	45600000	+	11893	24111528	10	2.304726	1.476347	-8.832433	0.361171	2
interaction148826	chr14-58400000	chr14	58400000	58500000	+	9867	chr14-26400000	chr14	26400000	26500000	+	9970	31985750	9	1.871462	1.555092	-8.832336	0.361194	2
interaction148828	chr15-65900000	chr15	65900000	66000000	+	10460	chr15-32400000	chr15	32400000	32500000	+	14834	33501741	11	2.763342	1.413415	-8.832306	0.3612	2
interaction148831	chr15-90500000	chr15	90500000	90600000	+	14885	chr15-16300000	chr15	16300000	16400000	+	10670	74210119	9	1.871429	1.632039	-8.832293	0.3612	2
interaction148842	chr14-25900000	chr14	25900000	26000000	+	11392	chr14-21700000	chr14	21700000	21800000	+	12706	4212884	16	5.346939	1.189967	-8.831948	0.361295	2
interaction148843	chr14-104300000	chr14	104300000	104400000	+	15250	chr14-44900000	chr14	44900000	45000000	+	4981	59405445	7	1.097052	1.771856	-8.831945	0.361295	2
interaction148852	chr14-122400000	chr14	122400000	122500000	+	12601	chr14-70400000	chr14	70400000	70500000	+	9601	51980892	9	1.871623	1.574088	-8.831766	0.361336	2
interaction148855	chr14-94300000	chr14	94300000	94400000	+	9817	chr14-50500000	chr14	50500000	50600000	+	8887	43810380	8	1.467413	1.659009	-8.831642	0.361374	2
interaction148887	chr15-95200000	chr15	95200000	95300000	+	9307	chr15-60600000	chr15	60600000	60700000	+	10964	34633674	9	1.871875	1.561586	-8.83085	0.361582	2
interaction148906	chr14-29200000	chr14	29200000	29300000	+	13509	chr14-7700000	chr14	7700000	7800000	+	8831	21506708	11	2.764241	1.418852	-8.830078	0.361816	2
interaction148927	chr14-68000000	chr14	68000000	68100000	+	12369	chr14-33500000	chr14	33500000	33600000	+	12427	34508858	11	2.764028	1.416618	-8.829736	0.361891	2
interaction148936	chr15-97700000	chr15	97700000	97800000	+	7399	chr15-77900000	chr15	77900000	78000000	+	8864	19799020	8	1.467955	1.642344	-8.829581	0.361924	2
interaction148938	chr14-123300000	chr14	123300000	123400000	+	12062	chr14-120700000	chr14	120700000	120800000	+	9148	2603090	17	5.911143	1.19558	-8.829484	0.361953	2
interaction148942	chr14-16600000	chr14	16600000	16700000	+	5377	chr14-15800000	chr14	15800000	15900000	+	7322	788912	17	5.913456	1.390377	-8.829439	0.361961	2
interaction148957	chr14-35700000	chr14	35700000	35800000	+	8715	chr14-34800000	chr14	34800000	34900000	+	10723	888552	26	11.42899	1.084538	-8.829123	0.362037	2
interaction148963	chr14-65900000	chr14	65900000	66000000	+	11108	chr14-51600000	chr14	51600000	51700000	+	11432	14279061	11	2.764366	1.406533	-8.828977	0.362076	2
interaction149009	chr14-96200000	chr14	96200000	96300000	+	16112	chr14-29700000	chr14	29700000	29800000	+	11721	66493191	10	2.305921	1.534318	-8.827926	0.362344	2
interaction149031	chr14-85600000	chr14	85600000	85700000	+	10023	chr14-50400000	chr14	50400000	50500000	+	10326	35197242	9	1.872693	1.562038	-8.827469	0.362457	2
interaction149037	chr14-111700000	chr14	111700000	111800000	+	9902	chr14-83500000	chr14	83500000	83600000	+	11760	28201052	10	2.306213	1.490029	-8.827336	0.36249	2
interaction149040	chr14-89500000	chr14	89500000	89600000	+	12020	chr14-85200000	chr14	85200000	85300000	+	9001	4278347	13	3.747168	1.324177	-8.827283	0.362502	2
interaction149051	chr15-87700000	chr15	87700000	87800000	+	8385	chr15-32500000	chr15	32500000	32600000	+	11893	55189966	8	1.468458	1.674354	-8.826981	0.362585	2
interaction149072	chr15-93100000	chr15	93100000	93200000	+	12899	chr15-66600000	chr15	66600000	66700000	+	13003	26496541	12	3.246049	1.357602	-8.826637	0.36266	2
interaction149080	chr14-73800000	chr14	73800000	73900000	+	10099	chr14-60400000	chr14	60400000	60500000	+	10498	13381768	10	2.306433	1.468793	-8.826526	0.362679	2
interaction149083	chr14-30100000	chr14	30100000	30200000	+	10535	chr14-24100000	chr14	24100000	24200000	+	11603	5995769	13	3.747243	1.302699	-8.826449	0.3627	2
interaction149087	chr14-37700000	chr14	37700000	37800000	+	15330	chr14-28200000	chr14	28200000	28300000	+	12847	9509592	15	4.800218	1.190989	-8.826382	0.362714	2
interaction149094	chr15-20800000	chr15	20800000	20900000	+	11248	chr15-14600000	chr15	14600000	14700000	+	9640	6217228	12	3.246549	1.353377	-8.826161	0.362778	2
interaction149101	chr14-79600000	chr14	79600000	79700000	+	9966	chr14-35400000	chr14	35400000	35500000	+	14235	44215479	10	2.306632	1.496642	-8.825875	0.362866	2
interaction149108	chr14-92800000	chr14	92800000	92900000	+	10493	chr14-84600000	chr14	84600000	84700000	+	10009	8223328	11	2.76554	1.414536	-8.825662	0.362925	2
interaction149110	chr14-73700000	chr14	73700000	73800000	+	11541	chr14-26400000	chr14	26400000	26500000	+	9970	47297026	9	1.873171	1.571136	-8.825604	0.362941	2
interaction149113	chr15-89100000	chr15	89100000	89200000	+	7690	chr15-36600000	chr15	36600000	36700000	+	12678	52470007	8	1.468815	1.660425	-8.825551	0.362955	2
interaction149122	chr14-88600000	chr14	88600000	88700000	+	13843	chr14-10300000	chr14	10300000	10400000	+	11929	78295373	9	1.87315	1.640506	-8.825314	0.363017	2
interaction149127	chr14-52600000	chr14	52600000	52700000	+	7086	chr14-31900000	chr14	31900000	32000000	+	12296	20709195	9	1.87353	1.565404	-8.825117	0.363076	2
interaction149132	chr14-73500000	chr14	73500000	73600000	+	11035	chr14-58400000	chr14	58400000	58500000	+	9867	15083770	10	2.306875	1.477943	-8.825066	0.363083	2
interaction149146	chr15-103000000	chr15	103000000	103100000	+	12715	chr15-96100000	chr15	96100000	96200000	+	12735	6916283	15	4.800958	1.20588	-8.824788	0.363149	2
interaction149192	chr14-68300000	chr14	68300000	68400000	+	8814	chr14-57200000	chr14	57200000	57300000	+	11205	11097447	10	2.307367	1.466244	-8.823691	0.363436	2
interaction149199	chr14-109300000	chr14	109300000	109400000	+	13861	chr14-93400000	chr14	93400000	93500000	+	11087	15905584	12	3.247326	1.351946	-8.823514	0.363483	2
interaction149266	chr15-70600000	chr15	70600000	70700000	+	13240	chr15-20500000	chr15	20500000	20600000	+	11528	50109263	10	2.307756	1.493146	-8.821643	0.364003	2
interaction149295	chr15-85200000	chr15	85200000	85300000	+	12177	chr15-75500000	chr15	75500000	75600000	+	10613	9713073	12	3.248325	1.336101	-8.820865	0.364213	2
interaction149299	chr15-94700000	chr15	94700000	94800000	+	12114	chr15-64500000	chr15	64500000	64600000	+	12072	30203643	11	2.766969	1.417937	-8.820734	0.364251	2
interaction149325	chr15-100900000	chr15	100900000	101000000	+	8613	chr15-66800000	chr15	66800000	66900000	+	11403	34111456	9	1.874622	1.560177	-8.820269	0.364358	2
interaction149340	chr15-101300000	chr15	101300000	101400000	+	8488	chr15-25600000	chr15	25600000	25700000	+	14208	75702030	8	1.469991	1.713126	-8.819944	0.364441	2
